continent,location,date,total_cases_per_million,total_deaths_per_million,total_vaccinations_per_million
Asia,South Korea,20/03/2022,180903.21,239.85,2326600
Asia,South Korea,19/03/2022,174443.637,233.539,2326500
Asia,South Korea,18/03/2022,167084.319,227.382,2325800
Asia,South Korea,17/03/2022,159229.245,221.573,2323800
Asia,South Korea,16/03/2022,147238.156,213.294,2322600
Asia,South Korea,15/03/2022,139504.415,210.129,2321500
Asia,South Korea,14/03/2022,132511.916,204.474,2320500
Asia,South Korea,13/03/2022,126533.432,200.614,2319200
Asia,South Korea,12/03/2022,119775.475,195.77,2319100
Asia,South Korea,11/03/2022,112371.344,190.579,2318200
Asia,South Korea,10/03/2022,106910.212,186.159,2315800
Asia,South Korea,09/03/2022,100589.013,182.184,2314000
Asia,South Korea,08/03/2022,93980.432,179.135,2313800
Asia,South Korea,07/03/2022,90068.459,175.545,2312500
Asia,South Korea,05/03/2022,81300.209,169.755,2310700
Asia,South Korea,06/03/2022,86001.959,172.862,2310700
Asia,South Korea,04/03/2022,76392.247,165.587,2309400
Asia,South Korea,03/03/2022,71242.216,161.997,2306900
Asia,South Korea,02/03/2022,67405.781,159.527,2305300
Asia,South Korea,01/03/2022,63174.64,157.674,2303700
Asia,South Korea,28/02/2022,60492.273,155.512,2303500
Asia,South Korea,27/02/2022,57797.613,153.312,2300400
Asia,South Korea,26/02/2022,54641.143,152.367,2300300
Asia,South Korea,25/02/2022,51433.667,150.205,2297700
Asia,South Korea,24/02/2022,48232.134,148.391,2292800
Asia,South Korea,23/02/2022,44950.993,146.808,2289500
Asia,South Korea,22/02/2022,41642.311,144.898,2287200
Asia,South Korea,21/02/2022,39720.716,143.779,2284700
Asia,South Korea,20/02/2022,37880.756,142.91,2281300
Asia,South Korea,19/02/2022,35857.937,141.926,2281200
Asia,South Korea,18/02/2022,33885.373,140.556,2278200
Asia,South Korea,17/02/2022,31765.885,139.687,2272900
Asia,South Korea,16/02/2022,29968.518,138.992,2269300
Asia,South Korea,15/02/2022,28223.202,138.24,2266400
Asia,South Korea,14/02/2022,27119.986,137.062,2263300
Asia,South Korea,13/02/2022,26065.926,136.657,2259100
Asia,South Korea,12/02/2022,24976.914,135.962,2258900
Asia,South Korea,11/02/2022,23917.161,135.325,2255300
Asia,South Korea,10/02/2022,22876.436,134.38,2248800
Asia,South Korea,09/02/2022,21831.928,133.994,2244400
Asia,South Korea,08/02/2022,20875.328,133.589,2241200
Asia,South Korea,07/02/2022,20166.857,132.894,2237600
Asia,South Korea,06/02/2022,19485.887,132.643,2232300
Asia,South Korea,05/02/2022,18739.397,132.353,2232000
Asia,South Korea,04/02/2022,18037.932,131.929,2227600
Asia,South Korea,03/02/2022,17508.421,131.466,2219700
Asia,South Korea,02/02/2022,17066.356,130.983,2212100
Asia,South Korea,31/01/2022,16321.255,130.366,2211800
Asia,South Korea,01/02/2022,16675.22,130.694,2211800
Asia,South Korea,30/01/2022,15991.722,129.922,2211400
Asia,South Korea,29/01/2022,15653.621,129.536,2210800
Asia,South Korea,28/01/2022,15315.442,128.88,2203700
Asia,South Korea,27/01/2022,15004.803,128.416,2192900
Asia,South Korea,26/01/2022,14724.831,127.76,2186100
Asia,South Korea,25/01/2022,14473.788,127.143,2180500
Asia,South Korea,24/01/2022,14308.529,126.699,2175100
Asia,South Korea,23/01/2022,14163.631,126.216,2168300
Asia,South Korea,22/01/2022,14016.418,126.004,2168000
Asia,South Korea,21/01/2022,13881.266,125.464,2162400
Asia,South Korea,20/01/2022,13750.63,125.058,2151900
Asia,South Korea,19/01/2022,13623.256,124.518,2145400
Asia,South Korea,18/01/2022,13511.263,123.09,2140200
Asia,South Korea,17/01/2022,13432.773,122.221,2133900
Asia,South Korea,16/01/2022,13358.337,121.778,2124800
Asia,South Korea,15/01/2022,13277.415,121.218,2124400
Asia,South Korea,14/01/2022,13192.229,120.793,2117600
Asia,South Korea,13/01/2022,13104.572,119.848,2104200
Asia,South Korea,12/01/2022,13024.269,118.998,2095800
Asia,South Korea,11/01/2022,12939.68,117.995,2088400
Asia,South Korea,10/01/2022,12879.969,117.165,2079900
Asia,South Korea,09/01/2022,12822.014,116.509,2068800
Asia,South Korea,08/01/2022,12757.014,115.525,2068300
Asia,South Korea,07/01/2022,12689.274,114.482,2059900
Asia,South Korea,06/01/2022,12617.597,113.614,2045800
Asia,South Korea,05/01/2022,12537.988,112.668,2036300
Asia,South Korea,04/01/2022,12452.281,111.568,2028000
Asia,South Korea,03/01/2022,12393.94,110.584,2019300
Asia,South Korea,02/01/2022,12333.649,109.889,2007500
Asia,South Korea,01/01/2022,12259.772,108.558,2007100
Asia,South Korea,31/12/2021,12174.566,107.361,2006300
Asia,South Korea,30/12/2021,12080.541,105.277,1989800
Asia,South Korea,29/12/2021,11983.409,103.868,1977400
Asia,South Korea,28/12/2021,11879.174,103.173,1965200
Asia,South Korea,27/12/2021,11804.641,102.285,1951400
Asia,South Korea,26/12/2021,11723.507,101.224,1933900
Asia,South Korea,25/12/2021,11618.925,99.892,1933300
Asia,South Korea,24/12/2021,11506.18,97.866,1931900
Asia,South Korea,23/12/2021,11386.023,96.785,1914000
Asia,South Korea,22/12/2021,11252.531,94.682,1900200
Asia,South Korea,21/12/2021,11108.753,93.176,1885600
Asia,South Korea,20/12/2021,11008.474,92.173,1869900
Asia,South Korea,19/12/2021,10905.861,91.13,1850100
Asia,South Korea,18/12/2021,10785.55,89.625,1849300
Asia,South Korea,17/12/2021,10644.454,88.602,1836900
Asia,South Korea,16/12/2021,10500.965,87.193,1810200
Asia,South Korea,15/12/2021,10353.887,85.997,1789300
Asia,South Korea,14/12/2021,10202.388,84.665,1768500
Asia,South Korea,13/12/2021,10095.085,82.851,1750900
Asia,South Korea,12/12/2021,9982.88,82.079,1733000
Asia,South Korea,11/12/2021,9853.788,81.249,1732700
Asia,South Korea,10/12/2021,9719.158,79.705,1726100
Asia,South Korea,09/12/2021,9583.639,78.683,1708700
Asia,South Korea,08/12/2021,9446.577,77.583,1698100
Asia,South Korea,07/12/2021,9308.144,76.367,1690200
Asia,South Korea,06/12/2021,9212.555,75.132,1683000
Asia,South Korea,05/12/2021,9129.125,74.34,1675100
Asia,South Korea,04/12/2021,9030.179,73.51,1674900
Asia,South Korea,03/12/2021,8926.89,72.159,1671600
Asia,South Korea,02/12/2021,8831.494,71.503,1663700
Asia,South Korea,01/12/2021,8729.884,70.596,1658500
Asia,South Korea,30/11/2021,8631.092,69.94,1653600
Asia,South Korea,29/11/2021,8572.635,69.091,1648500
Asia,South Korea,28/11/2021,8508.813,68.473,1642300
Asia,South Korea,27/11/2021,8433.102,67.393,1642200
Asia,South Korea,26/11/2021,8354.613,66.389,1639200
Asia,South Korea,25/11/2021,8279.327,65.636,1630700
Asia,South Korea,24/11/2021,8203.365,64.903,1624500
Asia,South Korea,23/11/2021,8123.949,64.228,1619200
Asia,South Korea,22/11/2021,8071.88,63.649,1615000
Asia,South Korea,21/11/2021,8017.341,63.185,1609400
Asia,South Korea,20/11/2021,7957.128,62.606,1609300
Asia,South Korea,19/11/2021,7895.255,62.047,1607200
Asia,South Korea,18/11/2021,7836.701,61.506,1601700
Asia,South Korea,17/11/2021,7773.168,60.947,1597100
Asia,South Korea,16/11/2021,7711.759,60.541,1592300
Asia,South Korea,15/11/2021,7670.748,60.117,1588000
Asia,South Korea,14/11/2021,7632.034,59.885,1581800
Asia,South Korea,13/11/2021,7587.163,59.499,1581700
Asia,South Korea,12/11/2021,7540.537,58.882,1577700
Asia,South Korea,11/11/2021,7494.836,58.534,1570400
Asia,South Korea,10/11/2021,7446.203,58.129,1565000
Asia,South Korea,09/11/2021,7399.402,57.859,1559700
Asia,South Korea,08/11/2021,7366.323,57.511,1554400
Asia,South Korea,07/11/2021,7332.396,57.261,1545400
Asia,South Korea,06/11/2021,7289.494,57.048,1545300
Asia,South Korea,05/11/2021,7246.128,56.662,1542700
Asia,South Korea,04/11/2021,7200.891,56.276,1537100
Asia,South Korea,03/11/2021,7152.991,55.813,1532600
Asia,South Korea,02/11/2021,7101.559,55.466,1528800
Asia,South Korea,01/11/2021,7070.912,55.176,1525100
Asia,South Korea,31/10/2021,7038.393,54.983,1520500
Asia,South Korea,30/10/2021,6998.617,54.617,1520100
Asia,South Korea,29/10/2021,6958.031,54.366,1512400
Asia,South Korea,28/10/2021,6917.04,54.192,1497400
Asia,South Korea,27/10/2021,6876.299,53.98,1484000
Asia,South Korea,26/10/2021,6838.705,53.806,1477200
Asia,South Korea,25/10/2021,6814.31,53.516,1470800
Asia,South Korea,24/10/2021,6791.344,53.381,1460700
Asia,South Korea,23/10/2021,6763.882,52.976,1460300
Asia,South Korea,22/10/2021,6734.798,52.59,1452800
Asia,South Korea,21/10/2021,6707.007,52.281,1439200
Asia,South Korea,20/10/2021,6679.197,52.069,1430000
Asia,South Korea,19/10/2021,6648.878,51.895,1422400
Asia,South Korea,18/10/2021,6628.19,51.49,1413000
Asia,South Korea,17/10/2021,6607.926,51.336,1399400
Asia,South Korea,16/10/2021,6580.579,51.027,1399000
Asia,South Korea,15/10/2021,6549.372,50.68,1390900
Asia,South Korea,14/10/2021,6516.872,50.525,1375200
Asia,South Korea,13/10/2021,6479.471,50.274,1365200
Asia,South Korea,12/10/2021,6448.959,50.062,1356200
Asia,South Korea,11/10/2021,6423.059,49.85,1342500
Asia,South Korea,10/10/2021,6398.028,49.695,1337500
Asia,South Korea,09/10/2021,6367.265,49.406,1337100
Asia,South Korea,08/10/2021,6329.651,49.29,1334800
Asia,South Korea,07/10/2021,6287.656,49.097,1312700
Asia,South Korea,06/10/2021,6240.895,48.943,1298300
Asia,South Korea,05/10/2021,6201.795,48.711,1287800
Asia,South Korea,04/10/2021,6171.418,48.499,1272100
Asia,South Korea,03/10/2021,6139.13,48.383,1267500
Asia,South Korea,02/10/2021,6098.892,48.325,1266800
Asia,South Korea,01/10/2021,6055.527,48.19,1256600
Asia,South Korea,30/09/2021,6007.568,47.881,1235400
Asia,South Korea,29/09/2021,5958.124,47.746,1218300
Asia,South Korea,28/09/2021,5902.446,47.553,1203700
Asia,South Korea,27/09/2021,5858.309,47.399,1185500
Asia,South Korea,26/09/2021,5812.319,47.283,1163700
Asia,South Korea,25/09/2021,5758.88,47.109,1162700
Asia,South Korea,24/09/2021,5695.791,47.109,1152500
Asia,South Korea,23/09/2021,5648.817,46.839,1132600
Asia,South Korea,22/09/2021,5615.719,46.685,1114600
Asia,South Korea,21/09/2021,5582.524,46.569,1113700
Asia,South Korea,20/09/2021,5549.156,46.492,1113500
Asia,South Korea,19/09/2021,5518.219,46.395,1112600
Asia,South Korea,18/09/2021,5481.377,46.202,1111700
Asia,South Korea,17/09/2021,5441.158,46.106,1100500
Asia,South Korea,16/09/2021,5402.405,46.048,1079300
Asia,South Korea,15/09/2021,5364.907,45.932,1065100
Asia,South Korea,14/09/2021,5324.804,45.681,1049500
Asia,South Korea,13/09/2021,5295.932,45.546,1033700
Asia,South Korea,12/09/2021,5268.315,45.527,1009700
Asia,South Korea,11/09/2021,5234.445,45.507,1008800
Asia,South Korea,10/09/2021,5198.452,45.314,998500
Asia,South Korea,09/09/2021,5161.938,45.218,978000
Asia,South Korea,08/09/2021,5122.394,45.044,964100
Asia,South Korea,07/09/2021,5082.87,44.967,950900
Asia,South Korea,06/09/2021,5052.068,44.909,931900
Asia,South Korea,05/09/2021,5025.551,44.793,905400
Asia,South Korea,04/09/2021,4996.796,44.677,905100
Asia,South Korea,03/09/2021,4961.999,44.542,898000
Asia,South Korea,02/09/2021,4929.017,44.446,880300
Asia,South Korea,01/09/2021,4891.171,44.234,867300
Asia,South Korea,31/08/2021,4852.187,44.099,853900
Asia,South Korea,30/08/2021,4825.728,44.079,839100
Asia,South Korea,29/08/2021,4797.069,43.983,820200
Asia,South Korea,28/08/2021,4765.843,43.925,819600
Asia,South Korea,27/08/2021,4731.24,43.713,809400
Asia,South Korea,26/08/2021,4695.806,43.558,787200
Asia,South Korea,25/08/2021,4659.485,43.172,766500
Asia,South Korea,24/08/2021,4618.031,42.998,750200
Asia,South Korea,23/08/2021,4588.908,42.883,730800
Asia,South Korea,22/08/2021,4561.619,42.748,709500
Asia,South Korea,21/08/2021,4530.239,42.497,708600
Asia,South Korea,20/08/2021,4493.976,42.4,699200
Asia,South Korea,19/08/2021,4454.374,42.284,679300
Asia,South Korea,18/08/2021,4412.862,42.034,663900
Asia,South Korea,17/08/2021,4378.046,41.937,647500
Asia,South Korea,16/08/2021,4351.587,41.821,623900
Asia,South Korea,15/08/2021,4321.558,41.609,605900
Asia,South Korea,14/08/2021,4286.549,41.455,605500
Asia,South Korea,13/08/2021,4249.34,41.377,599100
Asia,South Korea,12/08/2021,4210.916,41.262,582400
Asia,South Korea,11/08/2021,4172.568,41.204,565400
Asia,South Korea,10/08/2021,4129.686,41.184,558800
Asia,South Korea,09/08/2021,4100.042,41.011,550400
Asia,South Korea,08/08/2021,4071.267,40.933,538500
Asia,South Korea,07/08/2021,4037.918,40.837,537900
Asia,South Korea,06/08/2021,4002.736,40.779,534800
Asia,South Korea,05/08/2021,3969.85,40.702,526800
Asia,South Korea,04/08/2021,3935.594,40.644,520500
Asia,South Korea,03/08/2021,3902.303,40.605,515100
Asia,South Korea,02/08/2021,3879.144,40.509,508700
Asia,South Korea,01/08/2021,3855.638,40.49,498700
Asia,South Korea,31/07/2021,3827.886,40.432,498200
Asia,South Korea,30/07/2021,3798.185,40.316,493700
Asia,South Korea,29/07/2021,3765.183,40.239,482900
Asia,South Korea,28/07/2021,3732.934,40.2,475200
Asia,South Korea,27/07/2021,3696.382,40.123,465100
Asia,South Korea,26/07/2021,3670.038,40.084,456700
Asia,South Korea,24/07/2021,3615.924,39.911,443400
Asia,South Korea,25/07/2021,3644.602,40.007,443400
Asia,South Korea,23/07/2021,3584.485,39.872,442500
Asia,South Korea,22/07/2021,3553.028,39.814,438500
Asia,South Korea,21/07/2021,3517.479,39.756,434500
Asia,South Korea,20/07/2021,3483.126,39.737,431000
Asia,South Korea,19/07/2021,3458.462,39.718,426800
Asia,South Korea,18/07/2021,3434.299,39.698,422300
Asia,South Korea,17/07/2021,3406.296,39.66,422200
Asia,South Korea,16/07/2021,3378.235,39.583,420800
Asia,South Korea,15/07/2021,3348.592,39.563,414600
Asia,South Korea,14/07/2021,3317.733,39.525,409400
Asia,South Korea,13/07/2021,3286.565,39.486,404800
Asia,South Korea,12/07/2021,3264.371,39.447,400500
Asia,South Korea,10/07/2021,3217.59,39.332,398000
Asia,South Korea,11/07/2021,3243.142,39.428,398000
Asia,South Korea,09/07/2021,3190.995,39.293,396900
Asia,South Korea,08/07/2021,3165.598,39.254,392800
Asia,South Korea,07/07/2021,3140.991,39.235,390000
Asia,South Korea,06/07/2021,3117.601,39.216,387500
Asia,South Korea,05/07/2021,3103.204,39.139,384900
Asia,South Korea,03/07/2021,3075.162,39.081,382300
Asia,South Korea,04/07/2021,3089.482,39.1,382300
Asia,South Korea,02/07/2021,3059.838,39.061,381900
Asia,South Korea,01/07/2021,3043.897,39.004,379400
Asia,South Korea,30/06/2021,3029.211,38.946,376900
Asia,South Korea,29/06/2021,3013.887,38.926,373900
Asia,South Korea,28/06/2021,3002.404,38.888,370700
Asia,South Korea,27/06/2021,2992.735,38.849,367700
Asia,South Korea,26/06/2021,2980.886,38.83,367600
Asia,South Korea,25/06/2021,2967.994,38.772,366900
Asia,South Korea,24/06/2021,2955.758,38.753,363700
Asia,South Korea,23/06/2021,2943.986,38.733,360700
Asia,South Korea,22/06/2021,2931.538,38.714,357500
Asia,South Korea,21/06/2021,2923.934,38.675,354200
Asia,South Korea,20/06/2021,2917.044,38.637,351000
Asia,South Korea,19/06/2021,2908.765,38.54,350900
Asia,South Korea,18/06/2021,2899.463,38.521,346400
Asia,South Korea,17/06/2021,2889.678,38.482,334100
Asia,South Korea,16/06/2021,2879.256,38.463,323500
Asia,South Korea,15/06/2021,2868.738,38.444,310500
Asia,South Korea,14/06/2021,2861.54,38.367,296100
Asia,South Korea,13/06/2021,2853.84,38.309,279600
Asia,South Korea,12/06/2021,2845.116,38.251,279000
Asia,South Korea,11/06/2021,2834.212,38.232,271400
Asia,South Korea,10/06/2021,2823.482,38.193,254700
Asia,South Korea,09/06/2021,2811.71,38.154,239200
Asia,South Korea,08/06/2021,2800.091,38.116,227200
Asia,South Korea,07/06/2021,2791.33,38.096,212300
Asia,South Korea,06/06/2021,2781.97,38.077,194600
Asia,South Korea,05/06/2021,2771.239,38.039,194500
Asia,South Korea,04/06/2021,2756.881,38,191700
Asia,South Korea,03/06/2021,2743.468,37.981,184000
Asia,South Korea,02/06/2021,2730.325,37.923,176800
Asia,South Korea,01/06/2021,2717.26,37.884,168900
Asia,South Korea,31/05/2021,2708.401,37.807,157400
Asia,South Korea,30/05/2021,2700.103,37.768,149400
Asia,South Korea,29/05/2021,2690.839,37.653,149300
Asia,South Korea,28/05/2021,2680.553,37.556,145900
Asia,South Korea,27/05/2021,2669.224,37.498,134100
Asia,South Korea,26/05/2021,2657.085,37.44,120200
Asia,South Korea,25/05/2021,2643.479,37.402,117200
Asia,South Korea,24/05/2021,2633.521,37.325,113800
Asia,South Korea,23/05/2021,2623.138,37.267,110400
Asia,South Korea,22/05/2021,2611.848,37.17,110300
Asia,South Korea,21/05/2021,2598.994,37.093,109500
Asia,South Korea,20/05/2021,2588.168,36.977,104800
Asia,South Korea,19/05/2021,2575.7,36.9,100500
Asia,South Korea,18/05/2021,2563.079,36.746,98600
Asia,South Korea,17/05/2021,2552.889,36.726,95600
Asia,South Korea,16/05/2021,2540.943,36.668,93400
Asia,South Korea,15/05/2021,2529.17,36.591,93200
Asia,South Korea,14/05/2021,2516.028,36.533,92500
Asia,South Korea,13/05/2021,2501.611,36.495,90700
Asia,South Korea,12/05/2021,2487.812,36.36,89000
Asia,South Korea,11/05/2021,2475.577,36.263,87200
Asia,South Korea,10/05/2021,2465.734,36.186,85500
Asia,South Korea,09/05/2021,2456.799,36.167,83600
Asia,South Korea,08/05/2021,2445.914,35.993,83500
Asia,South Korea,07/05/2021,2432.385,35.896,82700
Asia,South Korea,06/05/2021,2422.253,35.723,80200
Asia,South Korea,05/05/2021,2411.175,35.645,77600
Asia,South Korea,04/05/2021,2398.129,35.51,77000
Asia,South Korea,03/05/2021,2387.688,35.395,74900
Asia,South Korea,02/05/2021,2378.27,35.375,72600
Asia,South Korea,01/05/2021,2366.575,35.337,72500
Asia,South Korea,30/04/2021,2354.475,35.279,71600
Asia,South Korea,29/04/2021,2341.718,35.221,65600
Asia,South Korea,28/04/2021,2328.614,35.144,59900
Asia,South Korea,27/04/2021,2313.773,35.124,55000
Asia,South Korea,26/04/2021,2303.892,35.067,51200
Asia,South Korea,25/04/2021,2294.261,34.989,48000
Asia,South Korea,24/04/2021,2281.833,34.97,47800
Asia,South Korea,23/04/2021,2266.837,34.951,46400
Asia,South Korea,22/04/2021,2251.456,34.893,42900
Asia,South Korea,21/04/2021,2237.271,34.854,40000
Asia,South Korea,20/04/2021,2223.163,34.777,37400
Asia,South Korea,19/04/2021,2212.568,34.758,34800
Asia,South Korea,18/04/2021,2202.301,34.681,32400
Asia,South Korea,17/04/2021,2189.351,34.623,32300
Asia,South Korea,16/04/2021,2176.652,34.545,31700
Asia,South Korea,15/04/2021,2163.664,34.507,29600
Asia,South Korea,14/04/2021,2150.193,34.391,27800
Asia,South Korea,13/04/2021,2136.086,34.256,26900
Asia,South Korea,12/04/2021,2125.625,34.159,26000
Asia,South Korea,11/04/2021,2114.297,34.121,25200
Asia,South Korea,10/04/2021,2102.447,34.063,25100
Asia,South Korea,09/04/2021,2089.382,34.044,24900
Asia,South Korea,08/04/2021,2076.451,33.928,24000
Asia,South Korea,07/04/2021,2062.942,33.889,23100
Asia,South Korea,06/04/2021,2050.05,33.812,22100
Asia,South Korea,05/04/2021,2040.825,33.735,21200
Asia,South Korea,03/04/2021,2021.217,33.58,20400
Asia,South Korea,04/04/2021,2031.697,33.658,20400
Asia,South Korea,02/04/2021,2010.738,33.523,20200
Asia,South Korea,01/04/2021,1999.988,33.484,19300
Asia,South Korea,31/03/2021,1989.354,33.407,18400
Asia,South Korea,30/03/2021,1979.589,33.368,17800
Asia,South Korea,29/03/2021,1970.962,33.31,17200
Asia,South Korea,27/03/2021,1954.288,33.214,16700
Asia,South Korea,28/03/2021,1963.59,33.233,16700
Asia,South Korea,26/03/2021,1944.542,33.117,16600
Asia,South Korea,25/03/2021,1935.104,32.982,16100
Asia,South Korea,24/03/2021,1926.806,32.944,15400
Asia,South Korea,23/03/2021,1918.546,32.886,14800
Asia,South Korea,22/03/2021,1911.868,32.751,14300
Asia,South Korea,19/03/2021,1886.432,32.616,14200
Asia,South Korea,20/03/2021,1895.059,32.673,14200
Asia,South Korea,21/03/2021,1903.859,32.731,14200
Asia,South Korea,18/03/2021,1877.497,32.577,13800
Asia,South Korea,17/03/2021,1868.908,32.538,13400
Asia,South Korea,16/03/2021,1859.857,32.384,13000
Asia,South Korea,15/03/2021,1852.852,32.326,12600
Asia,South Korea,14/03/2021,1845.537,32.21,12300
Asia,South Korea,12/03/2021,1827.222,32.075,12200
Asia,South Korea,13/03/2021,1836.679,32.172,12200
Asia,South Korea,11/03/2021,1817.804,31.882,11400
Asia,South Korea,10/03/2021,1808.83,31.805,10500
Asia,South Korea,09/03/2021,1799.76,31.747,9400
Asia,South Korea,08/03/2021,1791.152,31.689,8200
Asia,South Korea,07/03/2021,1784.475,31.535,6900
Asia,South Korea,06/03/2021,1776.446,31.496,6800
Asia,South Korea,05/03/2021,1768.379,31.4,6500
Asia,South Korea,04/03/2021,1760.698,31.245,5100
Asia,South Korea,03/03/2021,1752.515,31.11,3700
Asia,South Korea,02/03/2021,1743.947,30.994,2400
Asia,South Korea,01/03/2021,1737.308,30.975,1100
Asia,South Korea,26/02/2021,1715.596,30.589,1000
Asia,South Korea,27/02/2021,1723.605,30.782,1000
Asia,South Korea,28/02/2021,1730.456,30.937,1000
Africa,South Sudan,05/03/2023,1683.104,12.645,292600
Africa,South Sudan,26/02/2023,1683.104,12.645,290800
Africa,South Sudan,19/02/2023,1683.104,12.645,280600
Africa,South Sudan,29/01/2023,1683.104,12.645,215000
Africa,South Sudan,01/01/2023,1683.104,12.645,212800
Africa,South Sudan,15/01/2023,1683.104,12.645,212800
Africa,South Sudan,18/12/2022,1683.104,12.645,211700
Africa,South Sudan,04/12/2022,1681.638,12.645,202800
Africa,South Sudan,27/11/2022,1681.454,12.645,202700
Africa,South Sudan,20/11/2022,1681.271,12.645,201900
Africa,South Sudan,13/11/2022,1680.63,12.645,201600
Africa,South Sudan,06/11/2022,1679.53,12.645,201000
Africa,South Sudan,23/10/2022,1676.14,12.645,199800
Africa,South Sudan,30/10/2022,1678.064,12.645,199800
Africa,South Sudan,16/10/2022,1673.299,12.645,199600
Africa,South Sudan,09/10/2022,1672.016,12.645,198800
Africa,South Sudan,25/09/2022,1659.921,12.645,194200
Africa,South Sudan,18/09/2022,1654.881,12.645,191100
Africa,South Sudan,11/09/2022,1629.224,12.645,182500
Africa,South Sudan,04/09/2022,1629.224,12.645,174000
Africa,South Sudan,28/08/2022,1629.224,12.645,159000
Africa,South Sudan,21/08/2022,1629.224,12.645,151800
Africa,South Sudan,14/08/2022,1629.224,12.645,148800
Africa,South Sudan,07/08/2022,1629.224,12.645,143300
Africa,South Sudan,24/07/2022,1629.132,12.645,133900
Africa,South Sudan,17/07/2022,1627.941,12.645,124800
Africa,South Sudan,10/07/2022,1626.841,12.645,121300
Africa,South Sudan,26/06/2022,1622.718,12.645,112400
Africa,South Sudan,19/06/2022,1620.427,12.645,111300
Africa,South Sudan,05/06/2022,1615.479,12.645,97100
Africa,South Sudan,22/05/2022,1610.348,12.645,66900
Africa,South Sudan,15/05/2022,1607.873,12.645,66300
Africa,South Sudan,08/05/2022,1604.3,12.645,65200
Africa,South Sudan,01/05/2022,1601.642,12.645,63400
Africa,South Sudan,26/04/2022,1598.527,12.645,61300
Africa,South Sudan,08/04/2022,1588.264,12.645,59100
Africa,South Sudan,23/03/2022,1571.77,12.645,52700
Africa,South Sudan,20/02/2022,1551.336,12.554,48000
Africa,South Sudan,05/02/2022,1543.181,12.554,34100
Africa,South Sudan,31/01/2022,1538.874,12.554,31400
Africa,South Sudan,23/01/2022,1529.619,12.554,29200
Africa,South Sudan,15/01/2022,1510.926,12.462,27200
Africa,South Sudan,09/01/2022,1485.361,12.462,26500
Africa,South Sudan,15/12/2021,1188.38,12.187,24600
Africa,South Sudan,12/12/2021,1181.233,12.187,24200
Africa,South Sudan,06/12/2021,1175.002,12.187,23600
Africa,South Sudan,23/11/2021,1162.265,12.187,20000
Africa,South Sudan,09/11/2021,1146.963,12.187,13900
Africa,South Sudan,06/11/2021,1143.664,12.187,13200
Africa,South Sudan,05/11/2021,1141.098,12.187,12900
Africa,South Sudan,29/10/2021,1132.668,12.187,12300
Africa,South Sudan,27/10/2021,1129.552,12.187,11900
Africa,South Sudan,25/10/2021,1126.437,12.187,11700
Africa,South Sudan,20/10/2021,1122.497,12.004,11300
Africa,South Sudan,17/10/2021,1120.023,11.912,11000
Africa,South Sudan,11/10/2021,1110.035,11.912,10600
Africa,South Sudan,08/10/2021,1109.118,11.912,10400
Africa,South Sudan,01/10/2021,1100.505,11.912,10000
Africa,South Sudan,23/09/2021,1086.852,11.088,9500
Africa,South Sudan,22/09/2021,1085.569,11.088,9200
Africa,South Sudan,19/09/2021,1081.72,11.088,8800
Africa,South Sudan,08/09/2021,1058.446,10.996,6100
Africa,South Sudan,06/09/2021,1056.155,10.996,5500
Africa,South Sudan,19/07/2021,1000.351,10.721,5200
Africa,South Sudan,30/08/2021,1047.083,10.996,5200
Africa,South Sudan,12/07/2021,997.968,10.721,5100
Africa,South Sudan,13/07/2021,999.801,10.721,5100
Africa,South Sudan,05/07/2021,996.869,10.721,4400
Africa,South Sudan,28/06/2021,991.829,10.629,4100
Africa,South Sudan,24/06/2021,990.729,10.538,3000
Africa,South Sudan,20/06/2021,988.347,10.538,2700
Africa,South Sudan,14/06/2021,979.367,10.538,1700
Africa,South Sudan,08/06/2021,979.367,10.538,1100
Africa,South Sudan,31/05/2021,979.367,10.538,900
Africa,South Sudan,26/05/2021,979.184,10.538,800
Africa,South Sudan,21/05/2021,977.626,10.538,700
Africa,South Sudan,24/05/2021,977.718,10.538,700
Africa,South Sudan,18/05/2021,976.251,10.538,600
Africa,South Sudan,12/05/2021,975.61,10.538,500
Africa,South Sudan,15/04/2021,954.443,10.446,100
Africa,South Sudan,05/04/2021,942.073,10.354,0
Europe,Spain,22/02/2023,289242.045,2502.974,2218800
Europe,Spain,15/02/2023,289094.06,2501.628,2217500
Europe,Spain,08/02/2023,288917.709,2499.672,2215700
Europe,Spain,01/02/2023,288727.354,2497.444,2213100
Europe,Spain,25/01/2023,288542.299,2494.815,2209800
Europe,Spain,18/01/2023,288302.048,2490.841,2204900
Europe,Spain,11/01/2023,287928.341,2487.288,2198100
Europe,Spain,03/01/2023,287734.475,2482.683,2193100
Europe,Spain,28/12/2022,287435.454,2478.982,2190700
Europe,Spain,21/12/2022,287040.195,2474.672,2187700
Europe,Spain,14/12/2022,286649.015,2469.688,2181700
Europe,Spain,06/12/2022,286274.151,2465.062,2170200
Europe,Spain,01/12/2022,285868.273,2462.329,2165900
Europe,Spain,23/11/2022,285410.249,2458.25,2156800
Europe,Spain,16/11/2022,284943.835,2454.907,2145000
Europe,Spain,09/11/2022,284483.435,2451.942,2124400
Europe,Spain,02/11/2022,284107.583,2448.998,2101700
Europe,Spain,27/10/2022,283608.137,2446.16,2080600
Europe,Spain,19/10/2022,283073.596,2442.122,2053600
Europe,Spain,13/10/2022,282639.353,2439.599,2014500
